,country,cm_name,year,price,wheat_p,gdp,pop,wheat_af,rice_p,rice_af,meat_p,meat_af,orange_p,orange_af
3105,Colombia,Wheat flour - Wholesale,2007,0.3,36778.0,4714.0732421875,43306592.0,5.4045436520221854e-05,,,,,,
3106,Colombia,Wheat flour - Wholesale,2007,0.31,36778.0,4714.0732421875,43306592.0,5.584695107089592e-05,,,,,,
3107,Colombia,Wheat flour - Wholesale,2007,0.32,36778.0,4714.0732421875,43306592.0,5.764846562156999e-05,,,,,,
3108,Colombia,Wheat flour - Wholesale,2007,0.33,36778.0,4714.0732421875,43306592.0,5.944998017224404e-05,,,,,,
3109,Colombia,Wheat flour - Wholesale,2007,0.34,36778.0,4714.0732421875,43306592.0,6.125149472291811e-05,,,,,,
3110,Colombia,Wheat flour - Wholesale,2007,0.35,36778.0,4714.0732421875,43306592.0,6.305300927359217e-05,,,,,,
3111,Colombia,Wheat flour - Wholesale,2007,0.36,36778.0,4714.0732421875,43306592.0,6.485452382426623e-05,,,,,,
3112,Colombia,Wheat flour - Wholesale,2007,0.39,36778.0,4714.0732421875,43306592.0,7.025906747628841e-05,,,,,,
3113,Colombia,Wheat flour - Wholesale,2007,0.43,36778.0,4714.0732421875,43306592.0,7.746512567898465e-05,,,,,,
3114,Colombia,Wheat flour - Wholesale,2007,0.44,36778.0,4714.0732421875,43306592.0,7.926664022965873e-05,,,,,,
3115,Colombia,Wheat flour - Wholesale,2008,0.26,39191.0,5472.53662109375,43815316.0,4.249570792195274e-05,,,,,,
3116,Colombia,Wheat flour - Wholesale,2008,0.27,39191.0,5472.53662109375,43815316.0,4.413015822664323e-05,,,,,,
3117,Colombia,Wheat flour - Wholesale,2008,0.28,39191.0,5472.53662109375,43815316.0,4.5764608531333726e-05,,,,,,
3118,Colombia,Wheat flour - Wholesale,2008,0.3,39191.0,5472.53662109375,43815316.0,4.90335091407147e-05,,,,,,
3119,Colombia,Wheat flour - Wholesale,2008,0.31,39191.0,5472.53662109375,43815316.0,5.066795944540519e-05,,,,,,
3120,Colombia,Wheat flour - Wholesale,2008,0.32,39191.0,5472.53662109375,43815316.0,5.2302409750095685e-05,,,,,,
3121,Colombia,Wheat flour - Wholesale,2008,0.34,39191.0,5472.53662109375,43815316.0,5.557131035947667e-05,,,,,,
3122,Colombia,Wheat flour - Wholesale,2008,0.36,39191.0,5472.53662109375,43815316.0,5.884021096885764e-05,,,,,,
3123,Colombia,Wheat flour - Wholesale,2008,0.37,39191.0,5472.53662109375,43815316.0,6.047466127354813e-05,,,,,,
3124,Colombia,Wheat flour - Wholesale,2008,0.38,39191.0,5472.53662109375,43815316.0,6.210911157823862e-05,,,,,,
3125,Colombia,Wheat flour - Wholesale,2008,0.39,39191.0,5472.53662109375,43815316.0,6.374356188292912e-05,,,,,,
3126,Colombia,Wheat flour - Wholesale,2008,0.4,39191.0,5472.53662109375,43815316.0,6.53780121876196e-05,,,,,,
3127,Colombia,Wheat flour - Wholesale,2008,0.42,39191.0,5472.53662109375,43815316.0,6.864691279700058e-05,,,,,,
3128,Colombia,Wheat flour - Wholesale,2008,0.43,39191.0,5472.53662109375,43815316.0,7.028136310169108e-05,,,,,,
3129,Colombia,Wheat flour - Wholesale,2008,0.44,39191.0,5472.53662109375,43815316.0,7.191581340638158e-05,,,,,,
